,img_no,site_url,page_url,src,alt,model_alts,approved_alt
94,128,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/blue-morpho-scales-two-views.jpg.webp?itok=ilY_R6sD,A blue morpho butterfly and a microscopic view of its scales.,['an image of a blue butterfly next to an image of a leaf'],
95,129,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34991c9017a2247e3ad379a2a472790e9/90,,['a colorful fish swimming in the water with stars in the background'],
96,130,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m309060ec15f6b4b33a3b6e7a8328a58d8/90,,['a painting of a blue and yellow fish on a black background'],
97,135,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://ids.si.edu/ids/deliveryService?id=ark:/65665/m34991c9017a2247e3ad379a2a472790e9&max=310&,,['an image of a fish in the water with stars in the background'],
98,136,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://ids.si.edu/ids/deliveryService?id=ark:/65665/m31aa0e78b8551450db7e86f5bd5d47513&max=310&,,['a blue marble sculpture on top of a black base'],
99,137,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://ids.si.edu/ids/deliveryService?id=ark:/65665/m303f9cee087f04ff9b1f6fd2000634c26&max=310&,,['an image of a blue butterfly on a white background'],
100,138,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://ids.si.edu/ids/deliveryService?id=ark:/65665/m3abc2c80c5a454db8ab3d9ede18a14067&max=310&,,['an opal stone with a blue background'],
101,139,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://ids.si.edu/ids/deliveryService?id=ark:/65665/m3d0350a81f5c6423cb9112efbea9e0c12&max=310&,,['a piece of rock with blue crystals sitting on top of it'],
102,140,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/featured-collections/what-makes-things-blue,https://ids.si.edu/ids/deliveryService?id=ark:/65665/m3106de7b13ddd4a5596dd26e0efa312f0&max=310&,,['an image of a glass vase with purple and gold paint on it'],
103,147,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/20161012bluestripedgrunts36.jpg.webp?itok=R7jqotjX,A school of fish on a coral reef. ,['a large group of fish swimming around a coral reef'],
104,148,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/featured_single/public/media/image/img4235.jpg.webp?itok=_4tf2unC,Frigate birds site on mangrove trees. ,['a group of birds sitting on top of a tree'],
105,149,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/loscayitos-153-2.jpg.webp?itok=8xwuIv2H,A fisherman casting a net from a small boat on the ocean. ,['a man in a boat with his hands up in the air'],
106,150,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mcpfisheries.jpg.webp?itok=cHh7846H,A woman looks at a fish app on her cell phone while a man looks on. ,['a man and woman standing next to each other holding a fish'],
107,151,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mcpgenetics.jpg.webp?itok=LWO7TZ13,A scientist sits in a lab with equipment. ,['a man in a lab coat is working on something'],
108,152,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/conservationcommonscropped.jpg.webp?itok=VjLJnsOZ,A white Smithsonian sun logo on a blue background. ,['the sun logo on a blue background'],
109,153,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/hrhplogoverticalcropped.jpg.webp?itok=mSHFUs2u,"Blue abstract lines indicating a coral, fish and seal with a white background. ",['a blue and white logo with a fish in the middle'],
110,154,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/marinegeologo.jpg.webp?itok=7HRizfAU,MarineGEO Logo,['the logo for the national oceanic and atmospheric administration'],
111,155,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/marineconservationprogramcollaborators.jpg.webp?itok=bEZg2x7v,A white background with logos of Marine Conservation Program Partners.,['a collage of logos from various organizations'],
112,157,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/global-arms-program,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/armscolonized3.jpeg.webp?itok=fdnkYSeK,An autonomous reef monitoring structure sits on a coral reef. ,['an underwater view of a reef with corals and fish'],
113,159,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/news/kids-among-corals,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/heem6049.jpg.webp?itok=WFbPWzju,Kids examining samples.,['two young girls looking at a microscope'],
114,160,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/news/kids-among-corals,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/img3916.jpg.webp?itok=UpQik_OB,Kids examining conch shells.,['a group of people are working on a boat in the ocean'],
115,162,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/invertebrate-zoology/news-and-highlights/marinegeo-bioblitz-2019,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/izhero3000w.jpg.webp?itok=PhPdWvjT,Hero image,['a crab is sitting on top of a rock'],
116,163,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/invertebrate-zoology/news-and-highlights/marinegeo-bioblitz-2019,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/p6070026.jpg.webp?itok=bwn2aSVO,Scientists on a boat collecting specimens,['a group of people standing on the deck of a boat'],
117,164,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/invertebrate-zoology/news-and-highlights/marinegeo-bioblitz-2019,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/p6070042.jpg.webp?itok=Kepx1BjE,Smithsonian staff sorting specimens,['a group of people sitting around a table looking at plants'],
118,165,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/invertebrate-zoology/news-and-highlights/marinegeo-bioblitz-2019,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/p6080121.jpg.webp?itok=58U-n4sC,Smithsonian staff wading in water collecting specimens,['a group of people standing on a boat in the water'],
119,168,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/img4305.jpg.webp?itok=UhdQTrpO,Mangrove forests surround water. ,['a body of water surrounded by mangrove trees'],
120,169,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mangrovesmarineconservationprogram.jpg.webp?itok=ia5Cw_K4,An image of coastal mangrove trees. ,"['mangrove forest on the mangrove river, mangrove river, mangrove river, mangrove river, mangrove']",
121,170,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/2.jpg.webp?itok=GhNeoMZu,Fisherman casting a net from the bow of a row boat,['a man in a boat throwing a net into the water'],
122,171,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mcp-mesoamerican-mangroves.jpg.webp?itok=n448fG5T,Lush green canopy of mangroves with 2 people working,['a group of people standing in the middle of a forest'],
123,172,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mcp-caught-fish.jpg.webp?itok=UAx571vj,Shot from under water showing orange fish on hook and fisherman above,['a yellow fish in the water'],
124,173,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mcp-genetic-analysis.jpg.webp?itok=RmOJal0Q,Scientist working in a lab with test tubes and tweezers,['a man in a lab coat is working on something'],
125,174,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mcp-lobster.jpg.webp?itok=SwI6NIOv,underwater shot of a lobster looking straight into the lens,['a lobster on a coral reef surrounded by sponges'],
126,175,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mcp-queen-conch.jpg.webp?itok=1sEPB947,diver underwater reaching for a multicolored queen conch in foreground,['a man in an orange shirt and scuba gear is looking at a coral reef'],
127,176,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/affiliated-programs/marine-conservation-program/news-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/mcp-caricomp.jpg.webp?itok=z0RG6i-g,partially underwater shot of wave breaking with an over-the-water cabin in background,['an underwater view of a house in the water'],
128,178,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/global-genome-initiative/opportunities,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/ncbioblitz-2luna-moth.jpg.webp?itok=8kz5Glk_,Luna Moth,['a person holding a green butterfly in their hand'],
129,183,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/global-genome-initiative/staff-fellows,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/jonathancoddingtonent_137.jpg.webp?itok=KUA0UW_o,"Jonathan Coddington: Lead: Global Genome Initiative, Senior Research Entomologist and Curator of Arachnida and Myriapoda",['a man in a suit and tie smiling at the camera'],
130,184,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/global-genome-initiative/staff-fellows,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/barkerphoto.jpg.webp?itok=B_tXwswF,Katharine Barker,['a woman standing next to a river with a bridge in the background'],
131,185,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/global-genome-initiative/staff-fellows,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/img3613-4.jpg.webp?itok=lFY_J7v1,ChadderdonA,['a smiling woman in a black shirt sitting at a table'],
132,186,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/global-genome-initiative/staff-fellows,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/devinepicture2.jpg.webp?itok=pSPR99fj,DevineA,['a woman in a green shirt is standing next to a sloth'],
